experiment_group,experiment_id,benchmark,variant,seed,workload_scale,memory_words,buffer_depth,recorder_config,target,flow,required_for_top_conference,expected_output,status,notes
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,512,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,512,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,512,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,512,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,16,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,16,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,16,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,32,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,32,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,32,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,64,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,64,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,64,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,128,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,128,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,1024,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,1024,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,1024,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,1024,128,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,8,core,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_replaycapsule_board,NA,full_core_replaycapsule_board,NA,NA,2048,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
Recorder presence after mapping,full_presence,NA,full_core_replaycapsule_board,NA,NA,2048,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_recorder_presence.csv,DEFINED,full
Failure diagnosis for failed mapped rows,full_mapped_diagnosis,NA,all,NA,NA,2048,8,hashed,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_failure_diagnosis.csv,DEFINED,full
Full-core mapped FPGA scaling,full_mapped_full_core_baseline_board,NA,full_core_baseline_board,NA,NA,2048,8,full,ecp5-85k,yosys+synth_ecp5+nextpnr-ecp5,yes,results/processed/mapped_scaling.csv,DEFINED,full
