recorder_config,benchmark,variant,seed,workload_scale,cycles,commits,sim_wall_time_sec,cycle_overhead_pct,commit_overhead_pct,sim_wall_time_overhead_pct,notes
hashed,watchdog_timeout_bug,failing,2,long,23657,5148,0.029117,0.00,0.00,248.50,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=2 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,2,long,23657,5148,0.030066,0.00,0.00,259.86,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=2 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
full,watchdog_timeout_bug,failing,2,long,23657,5148,0.029380,0.00,0.00,251.65,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=2 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
minimal,watchdog_timeout_bug,failing,3,long,23657,5148,0.028905,0.00,0.00,239.30,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
core,watchdog_timeout_bug,failing,3,long,23657,5148,0.029276,0.00,0.00,243.66,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
hashed,watchdog_timeout_bug,failing,3,long,23657,5148,0.029264,0.00,0.00,243.51,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,3,long,23657,5148,0.029209,0.00,0.00,242.87,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
full,watchdog_timeout_bug,failing,3,long,23657,5148,0.029882,0.00,0.00,250.77,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
minimal,watchdog_timeout_bug,failing,4,long,23657,5148,0.030067,0.00,0.00,218.47,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
core,watchdog_timeout_bug,failing,4,long,23657,5148,0.029701,0.00,0.00,214.60,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
hashed,watchdog_timeout_bug,failing,4,long,23657,5148,0.029532,0.00,0.00,212.81,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,4,long,23657,5148,0.029789,0.00,0.00,215.53,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
full,watchdog_timeout_bug,failing,4,long,23657,5148,0.029777,0.00,0.00,215.40,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
minimal,watchdog_timeout_bug,failing,5,long,23657,5148,0.029084,0.00,0.00,254.29,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
core,watchdog_timeout_bug,failing,5,long,23657,5148,0.029927,0.00,0.00,264.56,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
hashed,watchdog_timeout_bug,failing,5,long,23657,5148,0.029537,0.00,0.00,259.81,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,5,long,23657,5148,0.029538,0.00,0.00,259.82,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
full,watchdog_timeout_bug,failing,5,long,23657,5148,0.029805,0.00,0.00,263.08,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=23657 commits=5148 notes=""measured"""
minimal,watchdog_timeout_bug,failing,1,stress,94313,20508,0.096912,0.00,0.00,549.46,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=1 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
core,watchdog_timeout_bug,failing,1,stress,94313,20508,0.096698,0.00,0.00,548.02,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=1 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
hashed,watchdog_timeout_bug,failing,1,stress,94313,20508,0.096427,0.00,0.00,546.21,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=1 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,1,stress,94313,20508,0.096413,0.00,0.00,546.11,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=1 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
full,watchdog_timeout_bug,failing,1,stress,94313,20508,0.096668,0.00,0.00,547.82,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=1 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
minimal,watchdog_timeout_bug,failing,2,stress,94313,20508,0.095420,0.00,0.00,550.80,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=2 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
core,watchdog_timeout_bug,failing,2,stress,94313,20508,0.100053,0.00,0.00,582.40,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=2 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
hashed,watchdog_timeout_bug,failing,2,stress,94313,20508,0.095501,0.00,0.00,551.35,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=2 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,2,stress,94313,20508,0.095535,0.00,0.00,551.58,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=2 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
full,watchdog_timeout_bug,failing,2,stress,94313,20508,0.096347,0.00,0.00,557.12,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=2 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
minimal,watchdog_timeout_bug,failing,3,stress,94313,20508,0.095872,0.00,0.00,564.72,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
core,watchdog_timeout_bug,failing,3,stress,94313,20508,0.096696,0.00,0.00,570.43,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
hashed,watchdog_timeout_bug,failing,3,stress,94313,20508,0.103888,0.00,0.00,620.29,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,3,stress,94313,20508,0.097601,0.00,0.00,576.70,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
full,watchdog_timeout_bug,failing,3,stress,94313,20508,0.094938,0.00,0.00,558.24,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=3 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
minimal,watchdog_timeout_bug,failing,4,stress,94313,20508,0.094996,0.00,0.00,564.59,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
core,watchdog_timeout_bug,failing,4,stress,94313,20508,0.098093,0.00,0.00,586.25,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
hashed,watchdog_timeout_bug,failing,4,stress,94313,20508,0.097894,0.00,0.00,584.86,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,4,stress,94313,20508,0.096062,0.00,0.00,572.04,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
full,watchdog_timeout_bug,failing,4,stress,94313,20508,0.097420,0.00,0.00,581.54,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=4 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
minimal,watchdog_timeout_bug,failing,5,stress,94313,20508,0.096543,0.00,0.00,551.97,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
core,watchdog_timeout_bug,failing,5,stress,94313,20508,0.096152,0.00,0.00,549.32,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
hashed,watchdog_timeout_bug,failing,5,stress,94313,20508,0.096966,0.00,0.00,554.82,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
diagnostic,watchdog_timeout_bug,failing,5,stress,94313,20508,0.097009,0.00,0.00,555.11,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
full,watchdog_timeout_bug,failing,5,stress,94313,20508,0.097110,0.00,0.00,555.79,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=failing seed=5 property=6 events=256 capsule_bytes=5376 cycles=94313 commits=20508 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,1,smoke,5000,1657,0.011089,0.00,0.00,58.53,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
core,watchdog_timeout_bug,fixed,1,smoke,5000,1657,0.011516,0.00,0.00,64.63,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,1,smoke,5000,1657,0.011461,0.00,0.00,63.85,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,1,smoke,5000,1657,0.011469,0.00,0.00,63.96,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
full,watchdog_timeout_bug,fixed,1,smoke,5000,1657,0.011394,0.00,0.00,62.89,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,2,smoke,5000,1657,0.010985,0.00,0.00,70.73,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
core,watchdog_timeout_bug,fixed,2,smoke,5000,1657,0.011579,0.00,0.00,79.97,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,2,smoke,5000,1657,0.011185,0.00,0.00,73.84,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,2,smoke,5000,1657,0.011569,0.00,0.00,79.81,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
full,watchdog_timeout_bug,fixed,2,smoke,5000,1657,0.011638,0.00,0.00,80.88,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,3,smoke,5000,1657,0.011259,0.00,0.00,65.38,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
core,watchdog_timeout_bug,fixed,3,smoke,5000,1657,0.011685,0.00,0.00,71.64,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,3,smoke,5000,1657,0.011650,0.00,0.00,71.12,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,3,smoke,5000,1657,0.011493,0.00,0.00,68.82,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
full,watchdog_timeout_bug,fixed,3,smoke,5000,1657,0.011388,0.00,0.00,67.27,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,4,smoke,5000,1657,0.010957,0.00,0.00,68.57,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
core,watchdog_timeout_bug,fixed,4,smoke,5000,1657,0.011385,0.00,0.00,75.15,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,4,smoke,5000,1657,0.011463,0.00,0.00,76.35,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,4,smoke,5000,1657,0.011381,0.00,0.00,75.09,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
full,watchdog_timeout_bug,fixed,4,smoke,5000,1657,0.011439,0.00,0.00,75.98,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,5,smoke,5000,1657,0.011120,0.00,0.00,66.59,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
core,watchdog_timeout_bug,fixed,5,smoke,5000,1657,0.011312,0.00,0.00,69.47,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,5,smoke,5000,1657,0.011500,0.00,0.00,72.28,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,5,smoke,5000,1657,0.011523,0.00,0.00,72.63,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
full,watchdog_timeout_bug,fixed,5,smoke,5000,1657,0.011475,0.00,0.00,71.91,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=5000 commits=1657 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,1,short,10000,3154,0.016578,0.00,0.00,135.62,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
core,watchdog_timeout_bug,fixed,1,short,10000,3154,0.016301,0.00,0.00,131.68,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,1,short,10000,3154,0.016523,0.00,0.00,134.84,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,1,short,10000,3154,0.016301,0.00,0.00,131.68,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
full,watchdog_timeout_bug,fixed,1,short,10000,3154,0.016382,0.00,0.00,132.83,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,2,short,10000,3154,0.015646,0.00,0.00,119.16,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
core,watchdog_timeout_bug,fixed,2,short,10000,3154,0.016694,0.00,0.00,133.84,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,2,short,10000,3154,0.016290,0.00,0.00,128.18,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,2,short,10000,3154,0.016151,0.00,0.00,126.24,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
full,watchdog_timeout_bug,fixed,2,short,10000,3154,0.016274,0.00,0.00,127.96,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,3,short,10000,3154,0.015988,0.00,0.00,125.02,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
core,watchdog_timeout_bug,fixed,3,short,10000,3154,0.016476,0.00,0.00,131.89,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,3,short,10000,3154,0.016240,0.00,0.00,128.57,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,3,short,10000,3154,0.016062,0.00,0.00,126.07,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
full,watchdog_timeout_bug,fixed,3,short,10000,3154,0.016275,0.00,0.00,129.06,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,4,short,10000,3154,0.016039,0.00,0.00,119.98,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
core,watchdog_timeout_bug,fixed,4,short,10000,3154,0.016297,0.00,0.00,123.52,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,4,short,10000,3154,0.016298,0.00,0.00,123.54,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,4,short,10000,3154,0.016193,0.00,0.00,122.10,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
full,watchdog_timeout_bug,fixed,4,short,10000,3154,0.016473,0.00,0.00,125.94,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=4 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,5,short,10000,3154,0.015810,0.00,0.00,136.43,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
core,watchdog_timeout_bug,fixed,5,short,10000,3154,0.016366,0.00,0.00,144.74,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,5,short,10000,3154,0.016708,0.00,0.00,149.86,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,5,short,10000,3154,0.016677,0.00,0.00,149.39,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
full,watchdog_timeout_bug,fixed,5,short,10000,3154,0.016819,0.00,0.00,151.52,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=5 property=0 events=256 capsule_bytes=5376 cycles=10000 commits=3154 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,1,medium,50000,15975,0.054705,0.00,0.00,435.01,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
core,watchdog_timeout_bug,fixed,1,medium,50000,15975,0.055366,0.00,0.00,441.48,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,1,medium,50000,15975,0.063121,0.00,0.00,517.32,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,1,medium,50000,15975,0.054553,0.00,0.00,433.53,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
full,watchdog_timeout_bug,fixed,1,medium,50000,15975,0.054919,0.00,0.00,437.11,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=1 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,2,medium,50000,15975,0.054089,0.00,0.00,406.83,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
core,watchdog_timeout_bug,fixed,2,medium,50000,15975,0.055873,0.00,0.00,423.55,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,2,medium,50000,15975,0.058076,0.00,0.00,444.19,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
diagnostic,watchdog_timeout_bug,fixed,2,medium,50000,15975,0.055040,0.00,0.00,415.74,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
full,watchdog_timeout_bug,fixed,2,medium,50000,15975,0.054643,0.00,0.00,412.02,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=2 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
minimal,watchdog_timeout_bug,fixed,3,medium,50000,15975,0.053890,0.00,0.00,401.49,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
core,watchdog_timeout_bug,fixed,3,medium,50000,15975,0.054370,0.00,0.00,405.96,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
hashed,watchdog_timeout_bug,fixed,3,medium,50000,15975,0.054929,0.00,0.00,411.16,"PASS runtime config=recorder_enabled benchmark=watchdog_timeout_bug variant=fixed seed=3 property=0 events=256 capsule_bytes=5376 cycles=50000 commits=15975 notes=""measured"""
