architecture,recorder_config,benchmark,variant,seed,workload_scale,baseline,bytes,events,measured_or_estimated,replay_success,property_match,final_signature_match,event_match,reduction_vs_full_instruction_pct,reduction_vs_full_commit_pct,reduction_vs_snapshot_pct,diagnostic_context_available,notes
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,short,full_commit_trace,5664,354,estimated,NA,NA,NA,NA,-100.00,0.00,-38.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,short,pc_only_trace,1416,354,estimated,NA,NA,NA,NA,50.00,75.00,65.43,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,short,branch_trace,528,44,estimated,NA,NA,NA,NA,81.36,90.68,87.11,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,short,load_store_trace,816,68,estimated,NA,NA,NA,NA,71.19,85.59,80.08,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,short,mmio_only_trace,408,34,estimated,NA,NA,NA,NA,85.59,92.80,90.04,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,short,interrupt_only_trace,96,8,estimated,NA,NA,NA,NA,96.61,98.31,97.66,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,short,interrupt_plus_mmio_trace,540,45,estimated,NA,NA,NA,NA,80.93,90.47,86.82,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,short,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,-44.63,27.68,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,5,short,v1_replaycapsule_full,2856,136,measured,true,PASS,PASS,PASS,-0.85,49.58,30.27,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,sensor_threshold_bug,failing,5,short,v2_minimal,152,17,estimated,NA,NA,NA,NA,94.63,97.32,96.29,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,sensor_threshold_bug,failing,5,short,v2_core,400,48,estimated,NA,NA,NA,NA,85.88,92.94,90.23,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,sensor_threshold_bug,failing,5,short,v2_hashed,400,48,estimated,NA,NA,NA,NA,85.88,92.94,90.23,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,sensor_threshold_bug,failing,5,short,v2_diagnostic,1084,89,estimated,NA,NA,NA,NA,61.72,80.86,73.54,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,sensor_threshold_bug,failing,5,short,v2_full,2192,136,estimated,NA,NA,NA,NA,22.60,61.30,46.48,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,full_instruction_trace,10512,1314,estimated,NA,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,full_commit_trace,21024,1314,estimated,NA,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,pc_only_trace,5256,1314,estimated,NA,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,branch_trace,1968,164,estimated,NA,NA,NA,NA,81.28,90.64,51.95,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,92.69,96.35,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,98.17,99.09,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,90.30,95.15,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,61.04,80.52,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,1,medium,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,48.86,74.43,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,sensor_threshold_bug,failing,1,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,97.49,98.74,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,sensor_threshold_bug,failing,1,medium,v2_core,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,sensor_threshold_bug,failing,1,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,sensor_threshold_bug,failing,1,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,80.78,90.39,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,sensor_threshold_bug,failing,1,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,60.88,80.44,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,full_instruction_trace,10512,1314,estimated,NA,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,full_commit_trace,21024,1314,estimated,NA,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,pc_only_trace,5256,1314,estimated,NA,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,branch_trace,1968,164,estimated,NA,NA,NA,NA,81.28,90.64,51.95,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,92.69,96.35,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,98.17,99.09,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,90.30,95.15,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,61.04,80.52,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,2,medium,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,48.86,74.43,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,sensor_threshold_bug,failing,2,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,97.49,98.74,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,sensor_threshold_bug,failing,2,medium,v2_core,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,sensor_threshold_bug,failing,2,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,sensor_threshold_bug,failing,2,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,80.78,90.39,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,sensor_threshold_bug,failing,2,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,60.88,80.44,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,full_instruction_trace,10512,1314,estimated,NA,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,full_commit_trace,21024,1314,estimated,NA,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,pc_only_trace,5256,1314,estimated,NA,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,branch_trace,1968,164,estimated,NA,NA,NA,NA,81.28,90.64,51.95,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,92.69,96.35,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,98.17,99.09,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,90.30,95.15,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,61.04,80.52,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,3,medium,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,48.86,74.43,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,sensor_threshold_bug,failing,3,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,97.49,98.74,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,sensor_threshold_bug,failing,3,medium,v2_core,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,sensor_threshold_bug,failing,3,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,sensor_threshold_bug,failing,3,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,80.78,90.39,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,sensor_threshold_bug,failing,3,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,60.88,80.44,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,full_instruction_trace,10512,1314,estimated,NA,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,full_commit_trace,21024,1314,estimated,NA,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,pc_only_trace,5256,1314,estimated,NA,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,branch_trace,1968,164,estimated,NA,NA,NA,NA,81.28,90.64,51.95,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,92.69,96.35,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,98.17,99.09,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,90.30,95.15,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,4,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,61.04,80.52,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,4,medium,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,48.86,74.43,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,sensor_threshold_bug,failing,4,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,97.49,98.74,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,sensor_threshold_bug,failing,4,medium,v2_core,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,sensor_threshold_bug,failing,4,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,sensor_threshold_bug,failing,4,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,80.78,90.39,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,sensor_threshold_bug,failing,4,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,60.88,80.44,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,full_instruction_trace,10512,1314,estimated,NA,NA,NA,NA,0.00,50.00,-156.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,full_commit_trace,21024,1314,estimated,NA,NA,NA,NA,-100.00,0.00,-413.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,pc_only_trace,5256,1314,estimated,NA,NA,NA,NA,50.00,75.00,-28.32,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,branch_trace,1968,164,estimated,NA,NA,NA,NA,81.28,90.64,51.95,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,load_store_trace,1536,128,estimated,NA,NA,NA,NA,85.39,92.69,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,92.69,96.35,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,98.17,99.09,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,90.30,95.15,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,5,medium,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,61.04,80.52,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,5,medium,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,48.86,74.43,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,sensor_threshold_bug,failing,5,medium,v2_minimal,264,31,estimated,NA,NA,NA,NA,97.49,98.74,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,sensor_threshold_bug,failing,5,medium,v2_core,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,sensor_threshold_bug,failing,5,medium,v2_hashed,736,90,estimated,NA,NA,NA,NA,93.00,96.50,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,sensor_threshold_bug,failing,5,medium,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,80.78,90.39,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,sensor_threshold_bug,failing,5,medium,v2_full,4112,256,estimated,NA,NA,NA,NA,60.88,80.44,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,full_instruction_trace,41232,5154,estimated,NA,NA,NA,NA,0.00,50.00,-906.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,full_commit_trace,82464,5154,estimated,NA,NA,NA,NA,-100.00,0.00,-1913.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,pc_only_trace,20616,5154,estimated,NA,NA,NA,NA,50.00,75.00,-403.32,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,branch_trace,7728,644,estimated,NA,NA,NA,NA,81.26,90.63,-88.67,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,96.27,98.14,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,98.14,99.07,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.53,99.77,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,97.53,98.76,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,1,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,90.07,95.03,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,1,long,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,86.96,93.48,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,sensor_threshold_bug,failing,1,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.36,99.68,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,sensor_threshold_bug,failing,1,long,v2_core,736,90,estimated,NA,NA,NA,NA,98.21,99.11,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,sensor_threshold_bug,failing,1,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,98.21,99.11,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,sensor_threshold_bug,failing,1,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,95.10,97.55,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,sensor_threshold_bug,failing,1,long,v2_full,4112,256,estimated,NA,NA,NA,NA,90.03,95.01,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,full_instruction_trace,41232,5154,estimated,NA,NA,NA,NA,0.00,50.00,-906.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,full_commit_trace,82464,5154,estimated,NA,NA,NA,NA,-100.00,0.00,-1913.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,pc_only_trace,20616,5154,estimated,NA,NA,NA,NA,50.00,75.00,-403.32,false,ESTIMATED formula=commits*pc32
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,branch_trace,7728,644,estimated,NA,NA,NA,NA,81.26,90.63,-88.67,false,ESTIMATED branch trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,load_store_trace,1536,128,estimated,NA,NA,NA,NA,96.27,98.14,62.50,false,ESTIMATED load/store trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,mmio_only_trace,768,64,estimated,NA,NA,NA,NA,98.14,99.07,81.25,false,ESTIMATED MMIO-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,interrupt_only_trace,192,16,estimated,NA,NA,NA,NA,99.53,99.77,95.31,false,ESTIMATED interrupt-only trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,interrupt_plus_mmio_trace,1020,85,estimated,NA,NA,NA,NA,97.53,98.76,75.10,false,ESTIMATED interrupt+MMIO trace proxy
baseline,trace_or_snapshot,sensor_threshold_bug,failing,2,long,snapshot_at_failure,4096,1,estimated,NA,NA,NA,NA,90.07,95.03,0.00,true,ESTIMATED fixed 4KiB state snapshot
v1,full,sensor_threshold_bug,failing,2,long,v1_replaycapsule_full,5376,256,measured,false,FAIL,FAIL,FAIL,86.96,93.48,-31.25,true,MEASURED from workload_scaling capsule_bytes
v2,minimal,sensor_threshold_bug,failing,2,long,v2_minimal,264,31,estimated,NA,NA,NA,NA,99.36,99.68,93.55,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,core,sensor_threshold_bug,failing,2,long,v2_core,736,90,estimated,NA,NA,NA,NA,98.21,99.11,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,hashed,sensor_threshold_bug,failing,2,long,v2_hashed,736,90,estimated,NA,NA,NA,NA,98.21,99.11,82.03,false,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,diagnostic,sensor_threshold_bug,failing,2,long,v2_diagnostic,2020,167,estimated,NA,NA,NA,NA,95.10,97.55,50.68,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
v2,full,sensor_threshold_bug,failing,2,long,v2_full,4112,256,estimated,NA,NA,NA,NA,90.03,95.01,-0.39,true,ESTIMATED v2 compressed capsule size; no v2 replay PASS claimed
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,long,full_instruction_trace,41232,5154,estimated,NA,NA,NA,NA,0.00,50.00,-906.64,false,ESTIMATED formula=commits*(pc+instruction=8B)
baseline,trace_or_snapshot,sensor_threshold_bug,failing,3,long,full_commit_trace,82464,5154,estimated,NA,NA,NA,NA,-100.00,0.00,-1913.28,false,ESTIMATED formula=commits*(pc+instruction+digest=16B)
